StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,H1,Timer_First Click,Timer_Last Click,Timer_Page Submit,Timer_Click Count,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,Q37,D1,D2,D3,D4,D5,D6,D7,Q43,group,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,Total,Easy,Medium,Hard,Very_Hard,Total_Pct,Easy_Pct,Medium_Pct,Hard_Pct,Very_Hard_Pct,Time_Lmt
25Mar2020 6:35:00,25Mar2020 6:40:00,IP Address,100,312,TRUE,25Mar2020 6:40:00,R_2rC2PclPTlTVTyh,anonymous,EN,I promise not to search the internet for answer to this survey.,3.48,236.482,239.572,16,7,11ft,180 degrees,Maurice Sendak,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Mercury,64,Helium,He warned her to shoot if she didn't keep quiet calmly.,24,Slightly challenging,Less than high school,Male,A little more stressed,"$200,000 +","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Not employed, NOT looking for work",Under 18,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 7:28:00,25Mar2020 7:35:00,IP Address,100,452,TRUE,25Mar2020 7:35:00,R_1hW46ea6329btr5,anonymous,EN,I promise not to search the internet for answer to this survey.,7.223,392.999,396.905,17,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Maine,Acura,48,Helium,He said calmly that I shall shoot you if you don't be quiet.,24,Very challenging,4 year degree,Male,A lot more stressed,Prefer not to say,"New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 8:03:00,25Mar2020 8:14:00,IP Address,100,644,TRUE,25Mar2020 8:14:00,R_C96fMjWcWJvX3yN,anonymous,EN,I promise not to search the internet for answer to this survey.,15.792,468.994,510.098,22,7,10ft,180 degrees,Edgar Allan Poe,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Mercury,64,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Very challenging,Less than high school,Male,A little more stressed,Prefer not to say,"New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Student, full-time",Under 18,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 8:40:00,25Mar2020 8:48:00,IP Address,100,468,TRUE,25Mar2020 8:48:00,R_2cAWYIC2rtIFszN,anonymous,EN,I promise not to search the internet for answer to this survey.,18.018,393.074,398.947,17,5,10ft,180 degrees,Maurice Sendak,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already are a cost to hospitals of",Jonas Salk,24 horses and 50 humans,Florida,Acura,64,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Very challenging,Doctorate,Other / Prefer not to say,A lot more stressed,Prefer not to say,"New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 10:31:00,25Mar2020 9:03:00,IP Address,100,81111,TRUE,25Mar2020 9:03:00,R_1mnkA9dNxGQTHYc,anonymous,EN,I promise not to search the internet for answer to this survey.,4.809,919.606,922.787,50,7,13ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Michigan,Toyota,60,Uranium Dioxide,Calmly he warned her that be quiet or else he will have to shoot her.,720,Moderately challenging,Master's degree,Female,A little less stressed,"$200,000 +","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Employed, working part-time",55 - 64,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 11:06:00,24Mar2020 11:06:00,IP Address,40,11,FALSE,25Mar2020 11:07:00,R_stmm5ofMZB90nol,anonymous,EN,I promise not to search the internet for answer to this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 10:55:00,24Mar2020 11:11:00,IP Address,77,945,FALSE,25Mar2020 11:11:00,R_333lxnCU40YiJZ1,anonymous,EN,I promise not to search the internet for answer to this survey.,29.853,719.994,734.886,27,7,12ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Rhode Island,Mercury,48,Helium,Calmly he warned her that be quiet or else he will have to shoot her.,144,,,,,,,,,,treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 11:06:00,25Mar2020 11:13:00,IP Address,100,463,TRUE,25Mar2020 11:13:00,R_3NUtT5GFZvg0aWi,anonymous,EN,I promise not to search the internet for answer to this survey.,3.092,249.661,250.94,17,7,13ft,180 degrees,Maurice Sendak,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Mercury,64,Helium,He warned her to shoot if she didn't keep quiet calmly.,12,Moderately challenging,4 year degree,Female,A lot more stressed,"$100,000 - $124,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 11:09:00,25Mar2020 11:28:00,IP Address,100,1145,TRUE,25Mar2020 11:28:00,R_1kMqPI5huaIeN3k,anonymous,EN,I promise not to search the internet for answer to this survey.,3.397,962.984,1008.24,18,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Michigan,Toyota,48,Helium,He said calmly that I shall shoot you if you don't be quiet.,24,Moderately challenging,4 year degree,Male,A lot more stressed,Prefer not to say,"Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",45 - 54,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 11:19:00,25Mar2020 11:30:00,IP Address,100,638,TRUE,25Mar2020 11:30:00,R_Uoxyr7gOyHZz3PP,anonymous,EN,I promise not to search the internet for answer to this survey.,5.685,552.613,554.059,15,7,10ft,120 degrees,Mary Shelley,Kills,10,"significantly affecting the frequency of surgical errors, which already are a cost to hospitals of",Louis Pasteur,24 horses and 50 humans,Maine,Acura,48,Hydrogen,He warned her to shoot if she didn't keep quiet calmly.,12,Very challenging,4 year degree,Male,A lot more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",35 - 44,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 11:27:00,25Mar2020 11:34:00,IP Address,100,429,TRUE,25Mar2020 11:34:00,R_1eJevr4ReGV9VxY,anonymous,EN,I promise not to search the internet for answer to this survey.,2.241,370.006,371.528,29,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Rhode Island,Toyota,48,Uranium Dioxide,Calmly he warned her that be quiet or else he will have to shoot her.,144,Moderately challenging,Master's degree,Male,A lot more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",45 - 54,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 11:29:00,25Mar2020 11:39:00,IP Address,100,598,TRUE,25Mar2020 11:39:00,R_1HoDLn54YaTD22L,anonymous,EN,I promise not to search the internet for answer to this survey.,2.235,523.19,524.74,30,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Rhode Island,Toyota,60,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Master's degree,Male,A little more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",35 - 44,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 11:43:00,24Mar2020 11:43:00,IP Address,40,6,FALSE,25Mar2020 11:44:00,R_1HbHhAyys6Izn8s,anonymous,EN,I promise not to search the internet for answer to this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 11:40:00,25Mar2020 11:53:00,IP Address,100,779,TRUE,25Mar2020 11:53:00,R_3JretkyPd1ZEbya,anonymous,EN,I promise not to search the internet for answer to this survey.,59.452,700.315,701.348,20,7,12ft,180 degrees,Mary Shelley,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Mercury,48,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Very challenging,Master's degree,Female,A lot more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",35 - 44,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 11:44:00,25Mar2020 11:55:00,IP Address,100,661,TRUE,25Mar2020 11:55:00,R_3FOSjMbxcxG1N4f,anonymous,EN,,6.348,593.573,594.404,15,7,10ft,180 degrees,Charles Dickens,Immobilizes,10,"significantly affecting the frequency of surgical errors, already with hospital costs of",Jonas Salk,24 horses and 50 humans,Maine,Toyota,64,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,720,Very challenging,4 year degree,Male,A little more stressed,"$150,000 - $199,000","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 12:33:00,25Mar2020 12:40:00,IP Address,100,446,TRUE,25Mar2020 12:40:00,R_AC0tKQ4e1RafRo5,anonymous,EN,I promise not to search the internet for answer to this survey.,19.396,355.356,358.899,15,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, already with hospital costs of",John Robbins,24 horses and 50 humans,Michigan,Toyota,48,Hydrogen,Calmly he warned her that be quiet or else he will have to shoot her.,12,Extremely challenging,2 year degree,Female,A lot more stressed,Prefer not to say,"Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",55 - 64,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 12:33:00,25Mar2020 12:40:00,IP Address,100,420,TRUE,25Mar2020 12:40:00,R_YYqJdTuwrM2fZgR,anonymous,EN,I promise not to search the internet for answer to this survey.,2.467,370.83,372.616,38,7,10ft,120 degrees,Charles Dickens,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already are a cost to hospitals of",Louis Pasteur,24 humans and 50 horses,Florida,Acura,48,Methane,Calmly he warned her that be quiet or else he will have to shoot her.,24,Very challenging,Master's degree,Female,A little more stressed,"$50,000 - $74,999","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Employed, working full-time",55 - 64,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 13:23:00,24Mar2020 13:23:00,IP Address,40,10,FALSE,25Mar2020 13:24:00,R_339gJQhSKfOlVwg,anonymous,EN,I promise not to search the internet for answer to this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 13:13:00,25Mar2020 13:28:00,IP Address,100,862,TRUE,25Mar2020 13:28:00,R_3iW6NnHlqhgi3MX,anonymous,EN,I promise not to search the internet for answer to this survey.,6.751,783.393,788.734,31,7,12ft,180 degrees,Mary Shelley,Kills,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Toyota,60,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,4 year degree,Female,A little more stressed,Prefer not to say,"Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",45 - 54,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 13:42:00,25Mar2020 14:01:00,IP Address,100,1127,TRUE,25Mar2020 14:01:00,R_2CkONanZhotdeUC,anonymous,EN,I promise not to search the internet for answer to this survey.,3.664,1041.917,1043.063,131,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Acura,60,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,720,Very challenging,Master's degree,Female,A lot more stressed,"$125,000 - $149,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",35 - 44,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 15:30:00,25Mar2020 15:36:00,IP Address,100,381,TRUE,25Mar2020 15:36:00,R_2aFQZKYW5XWONHx,anonymous,EN,I promise not to search the internet for answer to this survey.,4.545,254.377,270.003,15,7,12ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Maine,Acura,84,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,4 year degree,Female,A lot more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 15:49:00,25Mar2020 15:56:00,IP Address,100,428,TRUE,25Mar2020 15:56:00,R_3MhhKke6F7B9BAw,anonymous,EN,I promise not to search the internet for answer to this survey.,7.337,354.589,356.011,30,7,11ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Toyota,64,Methane,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Very challenging,4 year degree,Female,A lot more stressed,"$125,000 - $149,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 16:14:00,25Mar2020 16:36:00,IP Address,100,1317,TRUE,25Mar2020 16:36:00,R_cOMCylww7ntrYDT,anonymous,EN,I promise not to search the internet for answer to this survey.,3.614,1183.281,1213.452,16,7,12ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Mercury,60,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Master's degree,Male,About the same,"$50,000 - $74,999","Mountain - Montana, Idaho, Wyoming, Colorado, New Mexico, Arizona, Utah, Nevada","Student, full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 16:59:00,25Mar2020 17:10:00,IP Address,100,637,TRUE,25Mar2020 17:10:00,R_3ew5jQOBk7I34pI,anonymous,EN,I promise not to search the internet for answer to this survey.,17.878,589.294,590.129,44,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Rhode Island,Mercury,48,Helium,He said calmly that I shall shoot you if you don't be quiet.,12,Moderately challenging,4 year degree,Male,A lot more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 17:07:00,25Mar2020 17:16:00,IP Address,100,579,TRUE,25Mar2020 17:16:00,R_2OUCLsBBNzhzWs6,anonymous,EN,,11.315,509.293,510.761,26,7,12ft,180 degrees,Maurice Sendak,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Toyota,84,Hydrogen,Calmly he warned her that be quiet or else he will have to shoot her.,720,Very challenging,Master's degree,Female,A lot more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",55 - 64,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 17:34:00,25Mar2020 17:46:00,IP Address,100,702,TRUE,25Mar2020 17:46:00,R_tYUHm5SevXlz6jD,anonymous,EN,I promise not to search the internet for answer to this survey.,11.404,604.888,605.749,48,,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Florida,Acura,48,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Master's degree,Male,A lot more stressed,"$50,000 - $74,999",Outside the USA,"Student, full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 17:42:00,24Mar2020 17:58:00,IP Address,77,1005,FALSE,25Mar2020 17:59:00,R_2dphBHJzXFEb2JG,anonymous,EN,I promise not to search the internet for answer to this survey.,4.34,992.121,994.146,53,7,10ft,180 degrees,Maurice Sendak,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,37 humans and 98 horses,Maine,Bentley,48,Hydrogen,He said calmly that I shall shoot you if you don't be quiet.,144,,,,,,,,,,treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 17:19:00,25Mar2020 18:01:00,IP Address,100,2518,TRUE,25Mar2020 18:01:00,R_3fpCbsSiTOD4gIs,anonymous,EN,I promise not to search the internet for answer to this survey.,84.841,2389.917,2390.792,43,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significant in affecting the frequency of surgical errors, and already costs hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Mercury,48,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Very challenging,4 year degree,Other / Prefer not to say,A lot more stressed,"$75,000 - $99,999","Middle Atlantic - New York, New Jersey, Pennsylvania",Retired,65 - 74,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 17:46:00,25Mar2020 18:03:00,IP Address,100,1047,TRUE,25Mar2020 18:03:00,R_2fv5hGanU6pDONC,anonymous,EN,I promise not to search the internet for answer to this survey.,4.159,948.883,951.383,18,7,10ft,180 degrees,Charles Dickens,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Maine,Acura,60,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Very challenging,4 year degree,Male,A little more stressed,"$100,000 - $124,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 17:32:00,25Mar2020 18:11:00,IP Address,100,2375,TRUE,25Mar2020 18:11:00,R_z0UV3yFhfX49Ekx,anonymous,EN,I promise not to search the internet for answer to this survey.,1.543,2111.451,2187.133,16,5,12ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 humans and 50 horses,Florida,Acura,64,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Moderately challenging,4 year degree,Female,A lot more stressed,Prefer not to say,"Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working part-time",55 - 64,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 18:12:00,25Mar2020 18:20:00,IP Address,100,494,TRUE,25Mar2020 18:20:00,R_1QAeHvobUU5P30B,anonymous,EN,I promise not to search the internet for answer to this survey.,1.844,425.746,426.893,15,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 humans and 50 horses,Maine,Mercury,60,Helium,He said calmly that I shall shoot you if you don't be quiet.,24,Moderately challenging,Master's degree,Male,A lot more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 19:14:00,25Mar2020 19:26:00,IP Address,100,698,TRUE,25Mar2020 19:26:00,R_2aCuZWJhHtLR1hk,anonymous,EN,I promise not to search the internet for answer to this survey.,1.726,623.491,624.73,47,7,12ft,180 degrees,Mary Shelley,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",,24 horses and 50 humans,Rhode Island,Toyota,48,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Doctorate,Female,Much less stressed,"$150,000 - $199,000","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 21:12:00,25Mar2020 21:22:00,IP Address,100,637,TRUE,25Mar2020 21:22:00,R_2hiFT9DcziUSwM1,anonymous,EN,I promise not to search the internet for answer to this survey.,5.288,560.246,560.992,75,7,10ft,120 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already are a cost to hospitals of",Jonas Salk,24 horses and 50 humans,Michigan,Toyota,60,Methane,He warned her to shoot if she didn't keep quiet calmly.,144,Very challenging,4 year degree,Female,A little more stressed,"$50,000 - $74,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 22:01:00,24Mar2020 22:01:00,IP Address,40,2,FALSE,25Mar2020 22:02:00,R_O6xYvfNrk32lBlL,anonymous,EN,I can't promise that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 22:50:00,24Mar2020 22:50:00,IP Address,40,3,FALSE,25Mar2020 22:50:00,R_2vjPfINXy5hoECL,anonymous,EN,I promise not to search the internet for answer to this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
26Mar2020 4:56:00,26Mar2020 5:03:00,IP Address,100,442,TRUE,26Mar2020 5:03:00,R_2pRHXTjf40TmtU4,anonymous,EN,I promise not to search the internet for answer to this survey.,2.602,393.002,393.922,33,7,13ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Mercury,48,Methane,Calmly he warned her that be quiet or else he will have to shoot her.,24,Very challenging,4 year degree,Female,A lot more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
26Mar2020 10:40:00,26Mar2020 10:49:00,IP Address,100,553,TRUE,26Mar2020 10:49:00,R_28Nbd74wY6taV7Y,anonymous,EN,I promise not to search the internet for answer to this survey.,3.731,483.531,484.964,16,7,12ft,180 degrees,Maurice Sendak,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Toyota,48,Methane,He said calmly that I shall shoot you if you don't be quiet.,144,Moderately challenging,4 year degree,Female,About the same,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
26Mar2020 11:18:00,26Mar2020 11:31:00,IP Address,100,752,TRUE,26Mar2020 11:31:00,R_3qNILb8zF67MR2g,anonymous,EN,I promise not to search the internet for answer to this survey.,2.943,674.035,675.677,20,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Mercury,60,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Less than high school,Female,A little less stressed,"$150,000 - $199,000","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Student, full-time",Under 18,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 19:48:00,25Mar2020 19:53:00,IP Address,79,277,FALSE,26Mar2020 19:53:00,R_2w6W4aZwMMoY4L4,anonymous,EN,I promise not to search the internet for answer to this survey.,13.801,262.192,263.833,32,6,10ft,,,,,,,,,,,,,,,,,,,,,,,treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
27Mar2020 6:58:00,27Mar2020 7:10:00,IP Address,100,745,TRUE,27Mar2020 7:10:00,R_vOcUxzs1JTjhoeB,anonymous,EN,I promise not to search the internet for answer to this survey.,2.749,672.769,673.771,60,7,10ft,180 degrees,Mary Shelley,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Mercury,60,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Very challenging,Master's degree,Male,A little more stressed,"$50,000 - $74,999","Mountain - Montana, Idaho, Wyoming, Colorado, New Mexico, Arizona, Utah, Nevada","Student, full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
27Mar2020 8:30:00,27Mar2020 8:38:00,IP Address,100,490,TRUE,27Mar2020 8:38:00,R_1pKf9gGnxB37LxY,anonymous,EN,I promise not to search the internet for answer to this survey.,55.458,410.019,411.894,29,7,10ft,180 degrees,Maurice Sendak,Kills,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Maine,Toyota,48,Methane,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Moderately challenging,4 year degree,Female,A little more stressed,"$125,000 - $149,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
27Mar2020 14:04:00,27Mar2020 14:13:00,IP Address,100,553,TRUE,27Mar2020 14:13:00,R_31z3VSFOoadTIfC,anonymous,EN,I promise not to search the internet for answer to this survey.,30.822,467.25,468.085,21,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Michigan,Toyota,60,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,4 year degree,Male,A lot more stressed,"$100,000 - $124,999","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Employed, working full-time",18 - 24,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
